Word,Level,Sentence 1,Sentence 2,Sentence 3
nor,B1
land,A1
whose,B1
kind,A2
given,A2
talk,A2
son,A2
best,A2
late,A2
taken,A2
boy,A2
white,A2
remain,A2
morning,A2
hear,A2
myself,A2
fact,A2
stand,A2
felt,A2
until,A2
since,A2
themselves,A2
rather,A2
began,A2
arm,A2
become,A2
close,A2
reply,A2
reach,A2
question,A2
less,A2
money,A2
next,A2
need,A2
city,A2
poor,A2
death,A2
walk,A2
stood,A2
force,A2
round,A2
within,A2
hundred,A2
book,A2
wife,A2
till,A2
together,A2
thy,C1
number,A2
lady,B1
help,A2
often,A2
certain,B1
herself,A2
half,A2
reason,B1
dear,A2
 true,A2
anything,A2
sent,A2
copy,B1
spirit,B1
believe,A2
line,A2
hold,A2
mark,A2
feet,A2
public,B1
fire,A2
act,A2
lay,A2
children,B1
rest,A2
thus,A2
smile,A2
enter,A2
manner,A2
alone,A2
above,A2
play,A2
thee,C1
bring,A2
subject,B1
fear,A2
soul,A2
already,A2
gone,A2
known,A2
care,A2
least,A2
thousand,B1
air,A2
perhaps,B1
add,A2
war,A2
sure,A2
indeed,B1
english,A1
wait,A2
meet,A2
horse,B1
suppose,A2
body,A1
move,A1
term,A2
run,A1
itself,A2
along,B1
understand,A2
strong,A2
second,A2
cause,A2
nature,B1
free,B1
idea,A2
low,B1
either,B1
character,B1
laugh,A2
child,A1
begin,B1
four,A1
learn,A1
continue,A2
town,A1
general,A2
ground,A2
write,A1
unite,C1
therefore,B2
desire,B1
early,A1
held,B1
business,B1
during,B1
party,A1
brother,A1
several,B2
age,A1
sound,B1
doubt,A2
whether,A2
fall,A1
tree,A1
view,B1
strange,B2
sense,B1
remember,A2
why,A1
behind,A2
truth,C1
became,B1
step,B1
dead,A1
earth,A2
lost,A2
sea,A1
note,B1
account,B1
forth,B1
watch,A1
short,A1
please,A1
I'll,B1
family,A1
month,A1
sort,A2
fine,A1
offer,A2
hard,A1
England,B1
really,A1
different,B1
happen,A2
regard,B2
possible,B1
mile,A1
fell,A2
towards,A2
human,A2
bear,B1
deep,B1
kept,A2
effect,B1
include,B1
able,A2
save,B1
met,A2
stop,A1
purpose,B1
five,A1
minute,A1
change,A1
provide,B2
produce,B1
art,A2
consider,B1
french,A2
sit,A1
start,A1
clear,A2
dark,A2
river,A2
around,A2
paper,A1
pay,A1
expect,B1
enemy,B2
send,A2
table,A1
black,A1
marry,B1
beautiful,A2
wall,A2
object,B1
window,A1
trouble,B1
ten,A1
ship,A2
sight,B1
service,B1
allow,B1
daughter,A1
command,B2
cut,A1
husband,A1
promise,B1
wonder,B1
happy,A1
raise,B1
touch,A2
duty,B2
road,A1
ready,A2
condition,B1
rose,A2
story,A1
common,B1
cover,B1
electronic,B2
wind,A2
written,B1
can't,A1
necessary,B1
fellow,C1
else,A2
distribute,C1
visit,A1
mine,A1
result,B1
week,A1
spoke,A2
across,A2
sun,A1
ought,B2
sometimes,A2
position,B1
fill,B1
army,B2
master,B2
accept,B1
agree,A2
effort,B1
suffer,B2
information,A2
opinion,B1
carry,A2
everything,A1
pleasure,B1
forward,B1
suddenly,A2
past,B1
cold,A1
require,B2
prove,B1
street,A1
kill,B1
dress,A1
lead,B1
wood,A2
notice,B1
piece,A2
paid,A2
lie,B1
further,B2
prepare,B1
hill,A2
blood,A2
officer,B1
contain,B2
respect,B1
church,A2
office,A1
south,A2
surprise,B1
beyond,B2
neither,B1
march,A2
I've,A1
obtain,C1
charge,B2
concern,B2
pretty,A2
serve,B1
discover,B1
stay,A1
none,B1
cross,A2
except,A2
occasion,B2
fair,B1
sleep,A1
attempt,B1
real,A2
nearly,B1
knowledge,B1
toward,A2
bad,A1
fight,A2
study,A1
six,A1
observe,B2
action,A2
chance,B1
France,A1
figure,B1
stone,A2
peace,B1
didn't,A1
north,A2
company,A2
natural,B1
listen,A1
dream,A2
grow,A2
experience,A2
lip,A2
plan,A1
field,A2
drop,B1
below,A2
American,A1
government,A2
hair,A1
nation,B1
London,A1
laid,B1
led,B1
seat,A2
copyright,C1
tear,B1
future,A2
deal,B1
increase,B1
sign,A2
ear,B2
chief,A2
die,A1
school,B2
mention,B1
rule,A2
history,C1
accord,A2
west,A1
red,C2
an',C2
hath,B1
beauty,B1
although,B1
escape,B1
plain,B2
servant,A2
mountain,B1
particular,A2
gold,B2
advance,B2
influence,A1
foot,A1
sister,A1
glance,B2
support,B1
soldier,A2
demand,B1
front,A2
big,A1
donation,B2
Dr,A2
wrong,A2
certainly,A2
approach,B1
rich,A2
affair,B2
attention,B1
report,A2
strength,B1
unto,C2
length,B1
belong,B1
rock,A2
address,A2
circumstance,B2
boat,A2
probably,A2
glad,A2
agreement,B1
important,A1
especially,B1
yourself,A2
express,B1
picture,A1
break,A1
mouth,A1
ran,A1
faith,B2
heaven,B2
ago,A1
train,A1
heavy,A2
green,A1
latter,C1
joy,B2
distance,B1
court,B2
date,A1
secret,B1
tone,B2
declare,C1
remark,B2
animal,A1
silence,B1
wild,B1
shoulder,A2
sweet,A2
evil,B2
degree,B2
dare,B2
gentleman,B2
post,A2
attack,B1
flower,A1
direction,A2
various,B1
danger,B1
draw,A2
Christian,A2
measure,B1
eat,A1
fit,B1
remove,B1
cost,A2
dog,A1
expression,B1
proceed,C1
fee,B2
fail,B1
judge,B2
battle,B2
drew,A2
scene,B1
language,A1
hardly,B2
system,B1
possess,C1
member,B1
wound,B2
presence,B2
village,A2
fix,B1
century,B1
burn,A2
immediately,A2
wrote,A2
exclaim,C1
noble,B2
claim,B1
crowd,B1
chair,A1
repeat,B1
share,A2
individual,B2
create,B1
won't,A1
principle,B2
afraid,A2
Paris,A1
garden,A1
single,B1
bird,A1
race,B1
class,A1
property,B1
value,B1
opportunity,B2
William,A1
broken,A2
join,A2
spring,A2
honour,B2
gain,B2
unless,B1
outside,A2
bright,A2
trust,B1
conduct,B2
exist,B1
pain,B1
drink,A1
clothe,B2
delight,B2
native,B2
explain,A2
refuse,B1
press,B1
complete,A2
appearance,B1
blue,A1
George,A1
whatever,B1
slowly,A2
determine,B2
quiet,A2
caught,A2
instead,A2
event,B1
struck,B1
plant,A1
York,A1
impossible,B1
period,B1
gather,B1
bound,B2
passage,B2
finish,A1
Mary,A1
page,A1
former,B2
food,A1
movement,B1
youth,B2
admit,B1
thank,A1
merely,B2
twenty,A1
dinner,A1
simple,A2
easily,A2
afterwards,B1
method,B1
author,B1
speech,B1
hall,A2
settle,B1
top,A2
occur,B2
usual,A2
display,B2
secure,B2
born,A2
passion,B2
intend,B1
bank,A1
generally,B1
grew,A2
search,A2
prevent,B1
fancy,B2
bit,A2
ancient,B2
third,A1
worth,B1
finger,A1
succeed,B1
cast,B2
creature,B2
bow,B1
supply,B1
society,B1
enjoy,A2
instance,B2
companion,B2
rise,A2
content,B2
kiss,B1
sing,A1
charm,B2
build,A1
spot,B1
corner,A2
fresh,A2
relation,B1
direct,B1
shore,B2
mere,C1
slave,B2
fortune,B2
beside,B1
silent,B1
travel,A2
blow,A2
perfect,B1
destroy,B1
sin,B2
memory,B1
entirely,B1
reader,A2
duke,C1
file,B1
east,A2
expense,B2
fly,A1
quickly,A2
Christ,A2
fast,A2
meant,A2
somewhat,B2
sudden,A2
possession,B2
perform,B1
c.,C1
vessel,C1
gaze,B2
sail,A2
decide,A2
rush,B1
due,B2
taste,A2
tom,B2
paragraph,A2
strike,B1
advantage,B1
forget,A2
seek,B2
gate,A2
sky,A2
glass,A1
scarcely,C1
print,B1
lift,B2
permission,A2
success,B1
wise,A1
British,A1
ex,A2
Charles,B2
dry,B1
associate,A2
habit,B1
conversation,A1
proper,A1
music,B2
dollar,A1
engage,A1
example,A2
afternoon,B2
board,B1
troop,B1
ill,B1
private,A2
religion,B2
throw,B2
considerable,B1
bless,B1
attend,A2
material,B1
million,A2
statement,B1
broke,B1
treat,A1
shadow,A1
doctor,A2
seven,B1
news,B1
quarter,B2
marriage,B1
permit,A2
tax,B2
lose,A2
per,B1
suggest,A2
base,B2
drive,B2
priest,A1
guard,A1
floor,B1
check,A1
political,B2
difficult,B2
slight,A2
sword,B1
hurry,B1
roll,B2
request,B1
prince,A1
path,A2
color,B2
shout,B1
authority,A1
etc.,B1
song,A2
separate,A1
lot,C1
game,A1
oblige,C1
fish,A1
cease,B2
hat,B1
establish,B1
official,A2
original,B2
happiness,A1
satisfy,A1
summer,B2
America,B2
occupy,B2
moral,A2
accompany,C1
difference,A2
seize,B1
personal,B2
pause,A2
ruin,B1
ride,A1
stream,A2
hot,A2
pull,B1
understood,A1
beg,B1
brown,A1
equal,B1
Indian,A1
warm,A2
consequence,B2
imagine,A2
bill,A2
drawn,B1
spread,B1
group,A1
beneath,B2
trade,B1
forest,A2
soft,A2
straight,A2
likely,B1
trademark,C1
justice,B2
virtue,B2
access,B1
grace,B2
edition,B1
simply,A2
pray,B2
honor,B2
Rome,A2
limit,B1
Europe,A1
whisper,B2
eight,A1
winter,A1
mass,B2
ourselves,A2
pound,A2
cloud,A2
terrible,A2
medium,B2
sake,B2
breath,A2
aid,B2
pleasant,A2
perfectly,B1
usually,A2
grave,B2
prayer,B2
leg,A1
modern,A2
price,A2
rate,B1
wave,A2
rank,B2
fifty,A1
island,A2
camp,A2
existence,B2
I'd,A1
captain,A2
prisoner,B2
v.,C1
domain,C1
wear,A1
situation,A2
space,A2
gun,A2
indicate,B2
ring,A2
star,A2
middle,A2
represent,B2
spent,B1
render,C1
pale,B1
pure,B2
detail,B1
religious,B2
beat,A2
roman,A2
glory,B2
shot,A2
threw,A2
worse,A2
record,B1
built,A2
spoken,B1
extend,B2
vain,B2
count,A2
lye,B1
safe,A2
loss,B1
article,B1
foreign,B1
wine,A1
damage,B1
portion,B2
paint,A2
wouldn't,A1
iron,A2
darkness,B1
military,B2
shape,A2
physical,B1
lean,B1
hate,A2
guess,A2
box,A1
main,A2
spite,B2
shown,A2
directly,B1
James,A1
hart,A2
serious,A2
quick,A2
tongue,A2
silver,A2
sufficient,C1
fruit,A1
owe,B2
station,A1
exercise,A2
pride,B2
wonderful,A2
grant,B2
writer,A2
instant,B2
branch,B1
greek,A2
season,A2
distinguish,B2
assure,B2
witness,B2
stare,B2
maintain,B2
health,A2
list,A1
social,A2
tremble,B2
refund,B1
sorry,A1
courage,B2
desert,B1
addition,B1
carriage,B2
stage,B1
sacrifice,C1
fault,B1
hang,A2
yard,A1
worthy,B2
consist,B2
coast,B1
special,A2
shook,B1
mighty,B2
choose,A2
couldn't,A1
rain,A1
utter,C1
heat,A2
opposite,A2
affection,B2
twelve,A1
ordinary,B1
propose,B2
knee,A2
isn't,A1
sentence,A2
pour,B1
stretch,B1
greatly,B2
process,B1
teach,A1
feeling,A2
pocket,A1
excite,A2
title,B1
anxious,B2
praise,B2
crown,B2
publish,B1
extent,B2
curious,B1
suit,B1
provision,C1
feature,B1
besides,B1
gift,A2
excellent,A2
confidence,B2
em,C2
Jesus,A2
exactly,A2
fool,B1
importance,A2
finally,A2
perceive,C1
vast,B2
yes,A1
sought,B2
height,B1
neck,A2
liberty,B2
legal,B1
design,A2
gentlemen,B2
necessity,B2
aside,B1
breast,B2
tale,B1
forgotten,B1
inform,B1
introduce,A2
surround,B1
thrown,A2
evidence,B1
distant,B1
Michael,A1
protect,B1
progress,B1
tall,A1
sorrow,B2
similar,A2
narrow,B2
altogether,B1
bore,B1
stir,B1
particularly,B1
weak,A2
impression,B1
flow,B1
pity,B2
wing,A2
comfort,B1
sad,A1
proud,A2
brain,A2
inquire,B2
tire,B1
clearly,A2
thirty,A1
sick,A2
honest,A2
shut,A2
affect,B2
Robert,A1
fate,B2
profit,B1
judgment,B2
citizen,B1
avoid,B1
dance,A1
push,A2
examine,B1
species,B2
control,B1
custom,B1
otherwise,B1
bread,A1
carefully,A2
recognize,A2
slip,B1
preserve,C1
bottom,A2
additional,B2
crime,B1
burst,B2
comply,C1
welcome,A2
deliver,B1
edge,B1
consideration,B2
hunt,A2
palace,B2
cook,A1
resolve,B2
labour,B1
afford,B1
fully,B1
warn,B1
depend,B1
sum,B1
guest,A2
holy,B2
volume,B1
error,B1
phrase,A2
amount,A2
machine,A2
trace,B2
derive,C1
storm,A2
favour,B1
guide,A2
loud,A2
thick,A2
coat,A1
lover,B1
flame,B2
hung,A2
yield,C1
poem,A2
 false,B1
catch,A2
quietly,A2
surface,B1
freely,B2
commit,B2
release,B1
July,A1
generation,B1
fashion,B1
daily,A2
verse,B2
sympathy,B2
distribution,C1
royal,B2
wealth,B2
appoint,B2
freedom,B1
source,B1
peculiar,B2
anyone,A1
pursue,B2
gentle,B1
surely,B1
grass,A2
waste,B1
smoke,A2
proof,B2
sigh,B2
June,A1
text,A1
weather,A1
issue,B1
capital,B1
reference,B1
colour,A1
angry,A2
tribe,B2
worship,B2
type,A2
weight,B1
nice,A1
pick,A2
presently,C1
snow,A1
David,A1
message,A2
practice,B1
hast,B2
angel,B2
education,A2
intention,B2
buy,A1
labor,B1
sharp,A2
throughout,B2
yours,A2
region,B1
taught,A2
Richard,A1
parent,A1
collection,A2
emotion,B1
gray,A1
hide,A2
convince,B2
pair,A2
brave,A2
beast,B2
thin,A2
leader,A2
golden,B1
numerous,B2
frequently,B1
famous,A2
mount,B2
powerful,B1
alive,A2
national,B1
element,B1
divine,B2
connect,B1
argument,B1
hurt,A2
principal,B2
car,A1
confess,B2
frank,B2
valley,A2
manage,B1
moon,A2
yellow,A1
explanation,B1
bent,B1
equally,B1
naturally,A2
remarkable,B2
chamber,B2
theory,B1
style,B1
store,A1
wander,B1
inch,A2
Louis,A1
temple,B2
ain't,C2
devil,B2
evidently,C1
stick,A2
immediate,B1
circle,A2
shop,A1
Paul,A1
descend,B2
science,A2
tender,B2
Sunday,A1
consent,C1
variety,B1
urge,B2
accomplish,C1
grown,A2
conclude,B2
inhabitant,B2
midst,C1
apparently,B2
active,A2
aware,B1
Thomas,A1
uncle,A1
dangerous,A2
calm,A2
genius,B2
sacred,B2
kingdom,B2
entire,B1
popular,A2
lake,A2
cup,A1
unknown,B1
spanish,A1
size,A2
shake,A2
bury,B2
compose,B2
familiar,B1
handsome,A2
you'll,A1
win,A1
double,B1
actually,A2
mistake,A2
nod,B2
birth,A2
deny,B2
Washington,A1
deed,B2
soil,B2
flash,B1
furnish,C1
shine,A2
murder,B1
prefer,A2
roof,A2
twice,A2
compare,B1
intellectual,B2
wisdom,B2
compel,C1
truly,B1
operation,B1
hero,B1
victory,B2
depart,C1
reign,C1
contact,A2
energy,B1
folk,B2
population,B1
vision,B2
volunteer,B2
Italy,A1
sentiment,B2
collect,A2
Italian,A1
nine,A1
appeal,B2
knight,B2
task,B1
band,A2
computer,A1
lad,C1
site,B1
noise,A2
blind,B1
rode,A2
invite,A2
murmur,B2
agent,B1
adopt,B1
lock,A2
license,B1
trial,B1
farther,B2
literature,B1
absence,B2
flesh,B2
image,B1
relate,B1
lack,B1
advice,A2
grand,B1
Spain,A1
disappear,A2
empty,A2
wore,A2
clean,A1
arrival,A2
imagination,B2
driven,B1
alarm,B1
lovely,A2
quantity,B1
extraordinary,B2
November,A1
December,A1
policy,B2
breakfast,A1
spare,B2
threaten,B2
estate,B2
bay,B1
series,B1
observation,B2
relief,B1
sell,A1
bone,A2
satisfaction,B1
inside,A2
doctrine,C1
bell,A2
devote,B2
tea,A1
root,B1
rapidly,B1
January,A1
province,B2
regular,A2
wholly,C1
attach,B1
teeth,A1
wash,A1
busy,A1
venture,B2
stock,B1
shame,B2
abandon,B2
quality,A2
realize,A2
despair,B2
ball,A1
recover,B1
link,B1
suspect,B2
completely,B1
female,A2
square,A2
won,A1
reduce,B1
apply,B1
mad,A2
reflect,B1
conceal,C1
absolutely,B1
slow,A1
mercy,B2
bridge,A2
grief,B2
faint,B2
wasn't,A1
countenance,C1
mission,B1
previous,B1
obey,B1
Germany,A1
arrangement,B1
cool,A2
mystery,B1
belief,B1
final,A2
poetry,B1
constant,B1
egg,A1
shade,B1
hole,A2
faithful,B2
disturb,B1
suspicion,B2
extreme,B1
depth,B2
supper,A2
connection,B1
excitement,A2
credit,B1
dying,B1
develop,B1
dozen,A2
instrument,B1
drove,A2
upper,B2
wit,B2
interrupt,B1
Philip,A1
motion,B1
sold,A2
assistance,B1
admire,B1
forty,A1
April,A1
Edward,A1
kindly,A2
don,B2
dignity,B2
dust,A2
October,A1
scatter,B2
amongst,B1
maid,B2
knock,A2
discovery,B1
current,A2
bitter,B1
possibly,A2
loose,B1
division,B1
instruction,A2
worst,A2
delay,B1
curse,B2
frighten,B1
chosen,B1
flight,B1
terror,B2
couple,A2
disease,B2
fond,B1
capable,B1
fifteen,A1
firm,B1
doesn't,A1
superior,B2
wheel,A2
calculate,B1
cruel,B1
spiritual,B2
splendid,B2
payment,B1
dwell,C1
acquire,C1
artist,A2
reveal,B1
bid,B2
instantly,B2
endure,B2
deeply,B1
practical,B1
aim,B1
defend,B1
host,B2
cent,A1
drag,B1
anger,A2
range,B1
excuse,A2
nose,A1
friendly,A2
entrance,A2
motive,B2
useful,A2
yesterday,A1
restore,B2
delicate,B2
meat,A1
tie,B2
rage,A2
enable,B2
stair,A2
choice,A2
favor,B1
key,A2
huge,A2
unable,A2
level,A2
district,B1
constantly,B1
lesson,A1
India,A1
rough,A2
tent,A1
reward,B1
ahead,A2
smith,A2
production,B1
leap,B2
refer,B1
jump,A2
regret,B1
dawn,B1
arise,B2
dread,B2
gradually,B1
acquaintance,B2
suggestion,B1
bought,A1
conscience,B2
row,A2
nobody,A1
insist,B1
shoot,A2
minister,B2
closely,B1
shock,B1
notion,B2
bare,B1
fought,B1
partly,B1
requirement,B1
mistress,B2
arose,B2
brief,A2
safety,A2
description,A2
asleep,A2
centre,A2
careful,A2
pipe,A2
brilliant,A2
merit,B2
skin,A1
project,B1
grey,A1
highly,B1
grasp,B2
castle,A2
total,B1
throne,B2
adventure,A2
ease,B1
conceive,C1
kindness,A2
blame,B1
market,A2
dull,A2
prison,A2
scheme,B2
hidden,A2
chain,B1
thoroughly,B2
civil,B2
dispose,B2
everywhere,A2
intelligence,B1
select,B1
fairly,B1
haven't,A1
newspaper,A1
ob,B2
weapon,B1
gently,A2
accustom,C1
protection,B1
vote,B1
cap,A1
conscious,B2
farm,A1
evident,B2
merchant,B2
boil,A2
weary,B2
whilst,C1
bar,A2
apart,A2
acquaint,C1
fold,B1
awful,A2
everybody,A1
roar,B1
chapter,B1
recall,B1
lest,C1
eager,B2
precious,B2
frame,B1
whenever,A2
milk,A1
lamp,A1
successful,A2
rare,B1
lawyer,B1
queen,A2
oppose,B2
Egypt,A2
privilege,B2
cousin,A1
characteristic,B2
reserve,B2
you've,A1
summon,C1
development,B1
Arthur,A1
debt,B1
treasure,B2
temper,B2
harm,B1
pace,B1
deserve,B2
abroad,A2
weep,B2
neglect,B2
convey,B2
literary,B2
salt,A1
incident,B2
persuade,B1
gay,A2
Israel,A2
rear,B2
dreadful,B1
Virginia,A1
visitor,A2
innocent,B2
plenty,A2
pope,B2
reckon,B2
dine,B1
teacher,A1
vary,B1
correct,A2
mental,B1
attitude,B1
admiration,B2
anxiety,B2
community,A2
preparation,B1
curiosity,B2
solemn,B2
hotel,A1
wicked,B2
fled,B1
skill,B1
mix,A2
visible,B1
earnest,B2
defeat,B2
actual,B1
departure,B1
miserable,A2
interval,B2
exact,A2
format,B1
ideal,B1
Irish,A2
utterly,B2
impose,C1
victim,B2
student,A1
induce,C1
pardon,B2
seldom,C1
advise,B1
handle,B1
fat,A1
origin,B1
pretend,B1
sand,A2
convert,B2
violent,B1
September,A1
worn,B1
Ireland,A2
flat,A2
reflection,B2
hesitate,B1
institution,B2
wake,B1
port,B1
trifle,B2
cattle,B2
en,A1
ice,A2
equipment,B1
instinct,B2
relieve,B1
wet,A2
behold,C1
exchange,B1
sufficiently,C1
Russian,A2
involve,B1
purchase,B2
tower,A2
laughter,A2
resume,B2
whence,C2
greet,A2
chiefly,C1
bold,B1
job,A1
anywhere,A2
foe,C1
bottle,A1
foolish,B1
alter,B1
prospect,B2
kitchen,A1
anybody,A1
self,A2
extremely,A2
inquiry,B2
lodge,B2
treatment,B1
throat,A2
patient,A2
speed,A2
growth,B1
cheer,A2
celebrate,B1
immense,B2
load,B1
conclusion,B1
resist,B1
severe,B2
negro,C1
triumph,B2
Joseph,A1
slept,A1
eternal,B2
thine,A2
audience,B1
swift,B2
startle,B2
aspect,B2
describe,A2
arrest,B1
library,A1
confusion,B1
softly,A2
reality,B1
glorious,B2
likewise,C1
unhappy,A2
shelter,B1
confirm,B1
impulse,B2
shalt,B2
inclined,B2
valuable,B1
hence,C1
match,A2
column,B1
strain,B2
submit,B2
float,B1
cat,A1
assist,B1
relative,B1
absolute,B2
readily,B2
fierce,B2
bosom,B2
preach,B2
track,A2
confine,B2
guilty,B1
ceremony,B2
inspire,B1
glow,B2
pack,A2
endeavour,C1
forgot,A2
punishment,B1
slightly,A2
sovereign,C1
decline,B2
police,A2
mysterious,B1
miss,A1
destruction,B2
improve,A2
await,C1
rejoice,C1
retain,C1
expedition,B2
horror,B2
liability,C1
local,A2
ignorant,B2
generous,B1
consciousness,B2
February,A1
tend,B1
formerly,B2
spend,A1
activity,A2
edit,B1
imply,B2
mankind,B2
universal,B2
Adam,A2
deck,B1
shoe,A1
bush,A2
aunt,B2
sex,A2
humble,B2
compliance,C1
staff,A2
embrace,B2
shell,A2
male,A2
hers,A1
unfortunate,B1
product,B1
midnight,A2
doth,C2
limb,B2
philosophy,B2
charity,B2
comfortable,A2
govern,B2
possibility,A2
regiment,C1
talent,A2
difficulty,A2
European,A2
discussion,A2
test,A1
somewhere,A2
household,B1
fleet,B2
baby,A1
organization,B1
communication,B1
lately,B1
territory,B2
melancholy,C1
Elizabeth,A1
we'll,A1
treaty,B2
ashamed,B1
prophet,B2
foundation,B1
feed,A1
meal,A1
status,B1
dash,B1
standard,B1
erect,B2
savage,B2
vanish,B1
voyage,B1
misery,B2
pile,B1
bag,A1
donate,B1
warrior,B2
rope,A2
college,A2
forehead,A2
plainly,B2
risk,B1
ocean,A2
ad,A2
exception,B1
rapid,B1
distinct,B2
hasten,B2
doubtless,C1
properly,A2
seal,B1
fame,B1
singular,C1
utmost,C1
reputation,B2
strongly,A2
deceive,B2
protest,B2
experiment,B1
betray,B2
Margaret,A1
violence,B2
attain,C1
fatal,B2
commence,C1
career,A2
commercial,B1
forgive,B1
agreeable,B1
sink,A2
insult,B2
sheep,A2
industry,B1
resolution,B2
elder,B2
remind,B1
patience,B1
domestic,B2
condemn,B2
resemble,B2
tis,C2
disk,A2
Chinese,A1
novel,A2
corn,A2
stuff,A2
alike,B1
locate,B1
sailor,A2
Jane,A1
farmer,A1
majority,B1
elect,B1
Boston,A2
ignorance,B2
perish,C1
occasionally,B1
weakness,B1
comment,A2
humanity,B2
sugar,A1
manifest,C1
breathe,A2
cloth,A1
fourth,A1
hitherto,C1
crush,B1
benefit,B1
entertain,B1
eagerly,B1
sheet,A2
ascii,C2
spoil,B1
electronically,B2
combine,B1
atmosphere,B1
wed,B2
dish,A1
Helen,A1
borne,B2
catholic,C1
reasonable,B1
nerve,B1
replacement,B1
contribution,B1
hit,A2
disclaimer,C1
thrust,B2
opposition,B2
clerk,B1
haste,B2
lonely,A2
justify,B2
attract,B1
saint,B2
substance,B1
email,A1
flung,B1
slavery,B2
decision,A2
consult,B2
probable,B2
painful,A2
governor,B2
forever,A2
discharge,C1
delightful,B1
accuse,B2
scale,B1
pronounce,B1
keen,B2
disposition,B2
struggle,B1
curtain,A2
readable,B1
beloved,B2
representative,B2
enthusiasm,B2
announcement,B1
trick,A2
luck,A2
apparent,B1
flag,A2
magnificent,B2
commission,B2
oil,A1
thence,C1
dim,B1
county,B1
candle,A2
wretched,B2
cure,B1
useless,A2
nevertheless,B2
smooth,B1
solid,B1
necessarily,B1
quote,B1
equivalent,B2
hastily,B2
you'd,A1
recent,A2
oh,A1
noon,A2
awaken,B1
cabin,A2
Britain,A1
frequent,B1
nervous,A2
quit,B1
boot,A2
aloud,A2
independent,B1
distinction,B2
essential,B1
sport,A1
encounter,B2
cf.,C1
permanent,B1
tendency,B2
mortal,B2
stern,B2
gratitude,B2
contract,B1
burden,B2
sweep,B1
knife,A1
merry,B1
clever,A2
rouse,B2
applicable,C1
Jim,A1
silk,A2
failure,B1
prevail,B2
amid,C1
Russia,A1
bade,C1
signal,B1
objection,B2
desperate,B1
union,B1
contempt,C1
hell,B2
wire,A2
seriously,A2
flush,B1
club,A2
enormous,B1
defective,C1
conviction,B2
blaze,B2
wooden,A2
impress,B1
climb,A2
fever,B1
occupation,B1
punish,A2
flew,A2
ascend,C1
ours,A2
messenger,B1
garment,B2
Johnson,A1
arrow,A2
mistaken,B1
ambition,B2
Christmas,A1
constitute,C1
steal,A2
hadn't,A1
somehow,B1
accordingly,B2
bestow,C1
ray,B1
counsel,C1
distress,B2
peasant,B2
